0 1.0000  -1359.0328 -3568140.5228 500.6440
1 1.0100  -1359.0453 -3568173.5081 467.6587
2 1.0200  -1359.0569 -3568203.9518 437.2149
3 1.0301  -1359.0676 -3568232.0210 409.1458
4 1.0401  -1359.0776 -3568258.3641 382.8027
5 1.0501  -1359.0869 -3568282.5984 358.5684
6 1.0601  -1359.0953 -3568304.7322 336.4346
7 1.0701  -1359.1030 -3568324.9908 316.1760
8 1.0801  -1359.1100 -3568343.3179 297.8488
9 1.0902  -1359.1163 -3568359.8936 281.2732
10 1.1002  -1359.1220 -3568374.8285 266.3382
11 1.1102  -1359.1271 -3568388.2239 252.9428
12 1.1202  -1359.1317 -3568400.1749 240.9919
13 1.1302  -1359.1357 -3568410.7718 230.3950
14 1.1402  -1359.1392 -3568420.1000 221.0667
15 1.1503  -1359.1424 -3568428.2414 212.9254
16 1.1603  -1359.1450 -3568435.2715 205.8952
17 1.1703  -1359.1473 -3568441.2626 199.9041
18 1.1803  -1359.1492 -3568446.2868 194.8799
19 1.1903  -1359.1508 -3568450.4106 190.7562
20 1.2003  -1359.1520 -3568453.6969 187.4699
21 1.2104  -1359.1530 -3568456.2054 184.9614
22 1.2204  -1359.1537 -3568458.1531 183.0137
23 1.2304  -1359.1542 -3568459.2919 181.8749
24 1.2404  -1359.1544 -3568459.8108 181.3560
25 1.2504  -1359.1544 -3568459.7588 181.4080
26 1.2604  -1359.1541 -3568459.1817 181.9851
27 1.2705  -1359.1537 -3568458.1229 183.0439
28 1.2805  -1359.1532 -3568456.6842 184.4825
29 1.2905  -1359.1718 -3568505.6919 135.4749
30 1.3005  -1359.1714 -3568504.5376 136.6291
31 1.3105  -1359.1709 -3568503.0754 138.0913
32 1.3205  -1359.1702 -3568501.3468 139.8200
33 1.3306  -1359.1694 -3568499.3909 141.7759
34 1.3406  -1359.1686 -3568497.2331 143.9337
35 1.3506  -1359.1677 -3568494.8956 146.2711
36 1.3606  -1359.1668 -3568492.3970 148.7697
37 1.3706  -1359.1658 -3568489.7573 151.4095
38 1.3806  -1359.1647 -3568486.9945 154.1722
39 1.3907  -1359.1636 -3568484.1264 157.0403
40 1.4007  -1359.1625 -3568481.1684 159.9984
41 1.4107  -1359.1614 -3568478.1358 163.0309
42 1.4207  -1359.1602 -3568475.0414 166.1254
43 1.4307  -1359.1590 -3568471.8961 169.2706
44 1.4407  -1359.1578 -3568468.7145 172.4522
45 1.4508  -1359.1565 -3568465.5033 175.6635
46 1.4608  -1359.1553 -3568462.2758 178.8910
47 1.4708  -1359.1541 -3568459.0373 182.1295
48 1.4808  -1359.1528 -3568455.7998 185.3669
49 1.4908  -1359.1516 -3568452.5670 188.5997
50 1.5008  -1359.1504 -3568449.3335 191.8333
51 1.5109  -1359.1492 -3568446.1368 195.0300
52 1.5209  -1359.1482 -3568443.5687 197.5981
53 1.5309  -1359.1470 -3568440.5517 200.6151
54 1.5409  -1359.1459 -3568437.6053 203.5614
55 1.5509  -1359.1448 -3568434.7143 206.4525
56 1.5609  -1359.1438 -3568432.1036 209.0632
57 1.5710  -1359.1428 -3568429.5359 211.6309
58 1.5810  -1359.1429 -3568429.6045 211.5622
59 1.5910  -1359.1427 -3568429.2502 211.9166
60 1.6010  -1359.1427 -3568429.0664 212.1004
61 1.6110  -1359.1427 -3568429.0832 212.0835
62 1.6210  -1359.1427 -3568429.2684 211.8983
63 1.6311  -1359.1429 -3568429.6487 211.5181
64 1.6411  -1359.1431 -3568430.1722 210.9946
65 1.6511  -1359.1433 -3568430.8547 210.3121
66 1.6611  -1359.1437 -3568431.7161 209.4506
67 1.6711  -1359.1441 -3568432.7093 208.4575
68 1.6811  -1359.1445 -3568433.8709 207.2959
69 1.6912  -1359.1450 -3568435.1750 205.9917
70 1.7012  -1359.1456 -3568436.6530 204.5138
71 1.7112  -1359.1462 -3568438.2855 202.8813
72 1.7212  -1359.1469 -3568440.1009 201.0658
73 1.7312  -1359.1476 -3568442.1027 199.0641
74 1.7412  -1359.1485 -3568444.3095 196.8572
75 1.7513  -1359.1494 -3568446.7460 194.4208
76 1.7613  -1359.1504 -3568449.4337 191.7330
77 1.7713  -1359.1515 -3568452.3866 188.7802
78 1.7813  -1359.1528 -3568455.5831 185.5837
79 1.7913  -1359.1541 -3568458.9596 182.2072
