0 0.9000  -2913.5344 -7649484.4784 1311.7747
1 0.9100  -2913.5670 -7649570.1999 1226.0532
2 0.9201  -2913.5977 -7649650.7216 1145.5315
3 0.9301  -2913.6265 -7649726.3464 1069.9067
4 0.9401  -2913.6535 -7649797.3760 998.8771
5 0.9501  -2913.6789 -7649864.0352 932.2179
6 0.9602  -2913.7028 -7649926.6122 869.6409
7 0.9702  -2913.7251 -7649985.2810 810.9721
8 0.9802  -2913.7461 -7650040.2933 755.9598
9 0.9902  -2913.7657 -7650091.8130 704.4401
10 1.0003  -2913.7841 -7650140.0653 656.1879
11 1.0103  -2913.8013 -7650185.2008 611.0523
12 1.0203  -2913.8173 -7650227.4085 568.8446
13 1.0303  -2913.8323 -7650266.8312 529.4219
14 1.0404  -2913.8464 -7650303.6524 492.6007
15 1.0504  -2913.8595 -7650338.0004 458.2527
16 1.0604  -2913.8716 -7650369.9939 426.2592
17 1.0704  -2913.8830 -7650399.7943 396.4588
18 1.0805  -2913.8936 -7650427.5252 368.7280
19 1.0905  -2913.9034 -7650453.2771 342.9760
20 1.1005  -2913.9125 -7650477.1798 319.0733
21 1.1105  -2913.9209 -7650499.3206 296.9326
22 1.1206  -2913.9287 -7650519.8296 276.4235
23 1.1306  -2913.9359 -7650538.7670 257.4861
24 1.1406  -2913.9426 -7650556.2505 240.0026
25 1.1506  -2913.9487 -7650572.3459 223.9072
26 1.1607  -2913.9544 -7650587.1567 209.0964
27 1.1707  -2913.9595 -7650600.7294 195.5237
28 1.1807  -2913.9643 -7650613.1662 183.0869
29 1.1907  -2913.9686 -7650624.5092 171.7439
30 1.2008  -2913.9725 -7650634.8365 161.4166
31 1.2108  -2913.9761 -7650644.2343 152.0188
32 1.2208  -2913.9793 -7650652.7217 143.5314
33 1.2308  -2913.9822 -7650660.3714 135.8817
34 1.2409  -2913.9849 -7650667.2604 128.9927
35 1.2509  -2913.9872 -7650673.4014 122.8517
36 1.2609  -2913.9893 -7650678.8583 117.3948
37 1.2709  -2913.9911 -7650683.7002 112.5529
38 1.2810  -2913.9927 -7650687.9327 108.3204
39 1.2910  -2913.9941 -7650691.6276 104.6255
40 1.3010  -2913.9954 -7650694.8017 101.4514
41 1.3110  -2913.9964 -7650697.5165 98.7366
42 1.3211  -2913.9973 -7650699.7850 96.4681
43 1.3311  -2913.9980 -7650701.6663 94.5868
44 1.3411  -2913.9985 -7650703.1683 93.0848
45 1.3511  -2913.9990 -7650704.3483 91.9048
46 1.3612  -2913.9993 -7650705.2097 91.0434
47 1.3712  -2913.9995 -7650705.8091 90.4440
48 1.3812  -2913.9997 -7650706.1446 90.1085
49 1.3912  -2913.9997 -7650706.2728 89.9803
50 1.4013  -2913.9997 -7650706.1867 90.0664
51 1.4113  -2913.9996 -7650705.9444 90.3087
52 1.4213  -2913.9994 -7650705.5320 90.7212
53 1.4313  -2913.9992 -7650705.0114 91.2417
54 1.4414  -2913.9990 -7650704.3603 91.8928
55 1.4514  -2913.9987 -7650703.6464 92.6067
56 1.4614  -2913.9984 -7650702.8367 93.4164
57 1.4714  -2913.9981 -7650702.0075 94.2456
58 1.4815  -2913.9978 -7650701.1127 95.1405
59 1.4915  -2913.9974 -7650700.2533 95.9998
60 1.5015  -2913.9971 -7650699.3467 96.9064
61 1.5115  -2913.9968 -7650698.4943 97.7588
62 1.5216  -2913.9964 -7650697.6290 98.6241
63 1.5316  -2913.9961 -7650696.8527 99.4005
64 1.5416  -2913.9958 -7650696.0824 100.1707
65 1.5516  -2913.9956 -7650695.4339 100.8192
66 1.5617  -2913.9954 -7650694.8044 101.4487
67 1.5717  -2913.9952 -7650694.3245 101.9286
68 1.5817  -2913.9950 -7650693.8719 102.3812
69 1.5917  -2913.9949 -7650693.6189 102.6343
70 1.6018  -2913.9948 -7650693.3844 102.8687
71 1.6118  -2913.9948 -7650693.2631 102.9900
72 1.6218  -2913.9947 -7650693.2058 103.0473
73 1.6318  -2913.9948 -7650693.4237 102.8294
74 1.6419  -2913.9949 -7650693.6229 102.6302
75 1.6519  -2913.9950 -7650693.9316 102.3215
76 1.6619  -2913.9952 -7650694.3008 101.9523
77 1.6719  -2913.9954 -7650694.9263 101.3268
