0 7.0000  -1358.8379 -3567628.8496 141.2387
1 6.9900  -1358.8379 -3567628.8563 141.2320
2 6.9800  -1358.8379 -3567628.8627 141.2256
3 6.9699  -1358.8379 -3567628.8690 141.2193
4 6.9599  -1358.8379 -3567628.8754 141.2129
5 6.9499  -1358.8379 -3567628.8817 141.2066
6 6.9399  -1358.8379 -3567628.8880 141.2003
7 6.9299  -1358.8379 -3567628.8942 141.1941
8 6.9199  -1358.8379 -3567628.9005 141.1878
9 6.9098  -1358.8379 -3567628.9067 141.1816
10 6.8998  -1358.8379 -3567628.9129 141.1754
11 6.8898  -1358.8379 -3567628.9192 141.1691
12 6.8798  -1358.8379 -3567628.9254 141.1629
13 6.8698  -1358.8379 -3567628.9317 141.1566
14 6.8598  -1358.8379 -3567628.9379 141.1504
15 6.8497  -1358.8379 -3567628.9441 141.1442
16 6.8397  -1358.8379 -3567628.9503 141.1380
17 6.8297  -1358.8379 -3567628.9566 141.1317
18 6.8197  -1358.8379 -3567628.9628 141.1255
19 6.8097  -1358.8379 -3567628.9691 141.1192
20 6.7997  -1358.8379 -3567628.9753 141.1130
21 6.7896  -1358.8379 -3567628.9815 141.1068
22 6.7796  -1358.8379 -3567628.9877 141.1006
23 6.7696  -1358.8379 -3567628.9938 141.0945
24 6.7596  -1358.8379 -3567628.9997 141.0886
25 6.7496  -1358.8379 -3567629.0056 141.0827
26 6.7396  -1358.8379 -3567629.0115 141.0768
27 6.7295  -1358.8379 -3567629.0175 141.0708
28 6.7195  -1358.8379 -3567629.0234 141.0649
29 6.7095  -1358.8379 -3567629.0294 141.0589
30 6.6995  -1358.8379 -3567629.0354 141.0529
31 6.6895  -1358.8380 -3567629.0415 141.0468
32 6.6795  -1358.8380 -3567629.0475 141.0408
33 6.6694  -1358.8380 -3567629.0537 141.0346
34 6.6594  -1358.8380 -3567629.0596 141.0287
35 6.6494  -1358.8380 -3567629.0654 141.0229
36 6.6394  -1358.8380 -3567629.0693 141.0190
37 6.6294  -1358.8380 -3567629.0753 141.0130
38 6.6194  -1358.8380 -3567629.0807 141.0076
39 6.6093  -1358.8380 -3567629.0858 141.0025
40 6.5993  -1358.8380 -3567629.0908 140.9975
41 6.5893  -1358.8380 -3567629.0936 140.9947
42 6.5793  -1358.8380 -3567629.0993 140.9890
43 6.5693  -1358.8380 -3567629.1020 140.9863
44 6.5593  -1358.8380 -3567629.1096 140.9787
45 6.5492  -1358.8380 -3567629.1125 140.9758
46 6.5392  -1358.8380 -3567629.1174 140.9709
47 6.5292  -1358.8380 -3567629.1199 140.9684
48 6.5192  -1358.8380 -3567629.1271 140.9612
49 6.5092  -1358.8380 -3567629.1295 140.9588
50 6.4992  -1358.8380 -3567629.1340 140.9543
51 6.4891  -1358.8380 -3567629.1357 140.9526
52 6.4791  -1358.8380 -3567629.1440 140.9443
53 6.4691  -1358.8380 -3567629.1465 140.9418
54 6.4591  -1358.8380 -3567629.1477 140.9406
55 6.4491  -1358.8380 -3567629.1562 140.9321
56 6.4391  -1358.8380 -3567629.1584 140.9299
57 6.4290  -1358.8380 -3567629.1593 140.9290
58 6.4190  -1358.8380 -3567629.1678 140.9205
59 6.4090  -1358.8380 -3567629.1699 140.9184
60 6.3990  -1358.8380 -3567629.1705 140.9178
61 6.3890  -1358.8380 -3567629.1790 140.9094
62 6.3790  -1358.8380 -3567629.1808 140.9075
63 6.3689  -1358.8380 -3567629.1855 140.9028
64 6.3589  -1358.8380 -3567629.1862 140.9021
65 6.3489  -1358.8380 -3567629.1932 140.8951
66 6.3389  -1358.8380 -3567629.1946 140.8937
67 6.3289  -1358.8380 -3567629.2007 140.8876
68 6.3189  -1358.8380 -3567629.2072 140.8811
69 6.3088  -1358.8380 -3567629.2093 140.8790
70 6.2988  -1358.8380 -3567629.2153 140.8730
71 6.2888  -1358.8380 -3567629.2219 140.8664
72 6.2788  -1358.8380 -3567629.2235 140.8648
73 6.2688  -1358.8380 -3567629.2293 140.8590
74 6.2588  -1358.8380 -3567629.2293 140.8590
75 6.2487  -1358.8380 -3567629.2358 140.8525
76 6.2387  -1358.8380 -3567629.2357 140.8526
77 6.2287  -1358.8380 -3567629.2423 140.8460
78 6.2187  -1358.8380 -3567629.2420 140.8463
