 0.9000; -340.398846; -1.393802;   9;
 0.9100; -340.432213; -1.393273;   9;
 0.9201; -340.463584; -1.392075;   9;
 0.9301; -340.493077; -1.391695;   9;
 0.9401; -340.520810; -1.390365;   9;
 0.9501; -340.546853; -1.389080;   9;
 0.9602; -340.571317; -1.388362;   9;
 0.9702; -340.594278; -1.387519;   9;
 0.9802; -340.615820; -1.385983;   9;
 0.9902; -340.636025; -1.385406;   9;
 1.0003; -340.654960; -1.383941;   9;
 1.0103; -340.672697; -1.383463;   9;
 1.0203; -340.689301; -1.382088;   9;
 1.0303; -340.704840; -1.381544;   9;
 1.0404; -340.719361; -1.380411;   9;
 1.0504; -340.732927; -1.379621;   9;
 1.0604; -340.745589; -1.378954;   9;
 1.0704; -340.757405; -1.378703;   9;
 1.0805; -340.768407; -1.377985;   9;
 1.0905; -340.778647; -1.377511;   9;
 1.1005; -340.788168; -1.377150;   9;
 1.1105; -340.797016; -1.377178;   9;
 1.1206; -340.805216; -1.376764;   9;
 1.1306; -340.812810; -1.376593;   9;
 1.1406; -340.819832; -1.376515;   9;
 1.1506; -340.826316; -1.376517;   9;
 1.1607; -340.832297; -1.376796;   9;
 1.1707; -340.837791; -1.376753;   9;
 1.1807; -340.842833; -1.376881;   9;
 1.1907; -340.847450; -1.377091;   9;
 1.2008; -340.851665; -1.377338;   9;
 1.2108; -340.855503; -1.377628;   9;
 1.2208; -340.858986; -1.377965;   9;
 1.2308; -340.862135; -1.378315;   9;
 1.2409; -340.864969; -1.378696;   9;
 1.2509; -340.867508; -1.379065;   9;
 1.2609; -340.869771; -1.379516;   9;
 1.2709; -340.871774; -1.379956;   9;
 1.2810; -340.873534; -1.380389;   9;
 1.2910; -340.875066; -1.380848;   9;
 1.3010; -340.876385; -1.381304;   9;
 1.3110; -340.877506; -1.381767;   9;
 1.3211; -340.878441; -1.382209;   9;
 1.3311; -340.879204; -1.382657;   9;
 1.3411; -340.879807; -1.383095;   9;
 1.3511; -340.880261; -1.383528;   9;
 1.3612; -340.880576; -1.383942;   9;
 1.3712; -340.880765; -1.384343;   9;
 1.3812; -340.880835; -1.384739;   9;
 1.3912; -340.880797; -1.385101;   9;
 1.4013; -340.880660; -1.385438;   9;
 1.4113; -340.880431; -1.385754;   9;
 1.4213; -340.880119; -1.386045;   9;
 1.4313; -340.879731; -1.386311;   9;
 1.4414; -340.879275; -1.386544;   9;
 1.4514; -340.878757; -1.386747;   9;
 1.4614; -340.878183; -1.386913;   9;
 1.4714; -340.877560; -1.387049;   9;
 1.4815; -340.876893; -1.387149;   9;
 1.4915; -340.876188; -1.387208;   9;
 1.5015; -340.875449; -1.387234;   9;
 1.5115; -340.874681; -1.387217;   9;
 1.5216; -340.873889; -1.387159;   9;
 1.5316; -340.873077; -1.387064;   9;
 1.5416; -340.872248; -1.386927;   9;
 1.5516; -340.871406; -1.386742;   9;
 1.5617; -340.870555; -1.386518;   9;
 1.5717; -340.869696; -1.386246;   9;
 1.5817; -340.868834; -1.385934;   9;
 1.5917; -340.867970; -1.385576;   9;
 1.6018; -340.867108; -1.385173;   9;
 1.6118; -340.866249; -1.384727;   9;
 1.6218; -340.865395; -1.384257;   9;
 1.6318; -340.864547; -1.383701;   9;
 1.6419; -340.863709; -1.383123;   9;
 1.6519; -340.862880; -1.382503;   9;
 1.6619; -340.862063; -1.381839;   9;
 1.6719; -340.861258; -1.381134;   9;
 1.6820; -340.860466; -1.380388;   9;
 1.6920; -340.859688; -1.379605;   9;
 1.7020; -340.858925; -1.378782;   9;
 1.7120; -340.858178; -1.377923;   9;
 1.7221; -340.857446; -1.377028;   9;
 1.7321; -340.856730; -1.376098;   9;
 1.7421; -340.856032; -1.375129;   9;
 1.7521; -340.855349; -1.374143;   9;
 1.7622; -340.854684; -1.373119;   9;
 1.7722; -340.854035; -1.372067;   9;
 1.7822; -340.853404; -1.370991;   9;
 1.7922; -340.852789; -1.369889;   9;
 1.8023; -340.852192; -1.368763;   9;
 1.8123; -340.851610; -1.367616;   9;
 1.8223; -340.851046; -1.366450;   9;
 1.8323; -340.850497; -1.365265;   9;
 1.8424; -340.849965; -1.364064;   9;
 1.8524; -340.849448; -1.362848;   9;
 1.8624; -340.848947; -1.361619;   9;
 1.8724; -340.848461; -1.360377;   9;
 1.8825; -340.847989; -1.359126;   9;
 1.8925; -340.847532; -1.357866;   9;
 1.9025; -340.847089; -1.356598;   9;
 1.9125; -340.846659; -1.355325;   9;
 1.9226; -340.846243; -1.354046;   9;
 1.9326; -340.845840; -1.352764;   9;
 1.9426; -340.845450; -1.351480;   9;
 1.9526; -340.845071; -1.350195;   9;
 1.9627; -340.844705; -1.348908;   9;
 1.9727; -340.844350; -1.347624;   9;
 1.9827; -340.844006; -1.346341;   9;
 1.9927; -340.843673; -1.345060;   9;
 2.0028; -340.843350; -1.343784;   9;
 2.0128; -340.843037; -1.342512;   9;
 2.0228; -340.842735; -1.341246;   9;
 2.0328; -340.842441; -1.339985;   9;
 2.0429; -340.842156; -1.338730;   9;
 2.0529; -340.841880; -1.337483;   9;
 2.0629; -340.841613; -1.336244;   9;
 2.0729; -340.841353; -1.335013;   9;
 2.0830; -340.841102; -1.333791;   9;
 2.0930; -340.840857; -1.332578;   9;
 2.1030; -340.840620; -1.331374;   9;
 2.1130; -340.840390; -1.330181;   9;
 2.1231; -340.840167; -1.328999;   9;
 2.1331; -340.839949; -1.327827;   9;
 2.1431; -340.839738; -1.326657;   9;
 2.1531; -340.839533; -1.325512;   9;
 2.1632; -340.839334; -1.324374;   9;
 2.1732; -340.839139; -1.323253;   9;
 2.1832; -340.838950; -1.322130;   9;
 2.1932; -340.838766; -1.321029;   9;
 2.2033; -340.838587; -1.319939;   9;
 2.2133; -340.838412; -1.318861;   9;
 2.2233; -340.838242; -1.317794;   9;
 2.2333; -340.838075; -1.316739;   9;
 2.2434; -340.837913; -1.315699;   9;
 2.2534; -340.837754; -1.314669;   9;
 2.2634; -340.837600; -1.313653;   9;
 2.2734; -340.837448; -1.312648;   9;
 2.2835; -340.837300; -1.311656;   9;
