0 0.9000  -318.1310 -835252.9416 1236.3942
1 0.9200  -318.1960 -835423.5023 1065.8334
2 0.9401  -318.2533 -835574.0952 915.2406
3 0.9601  -318.3039 -835706.8259 782.5099
4 0.9801  -318.3483 -835823.5815 665.7543
5 1.0001  -318.3874 -835926.0476 563.2882
6 1.0202  -318.4215 -836015.7330 473.6027
7 1.0402  -318.4513 -836093.9897 395.3461
8 1.0602  -318.4773 -836162.0259 327.3098
9 1.0802  -318.4997 -836220.9263 268.4094
10 1.1003  -318.5190 -836271.6642 217.6715
11 1.1203  -318.5356 -836315.1139 174.2219
12 1.1403  -318.5496 -836352.0598 137.2759
13 1.1603  -318.5615 -836383.2061 106.1296
14 1.1804  -318.5714 -836409.1891 80.1467
15 1.2004  -318.5795 -836430.5808 58.7550
16 1.2204  -318.5861 -836447.8987 41.4371
17 1.2404  -318.5914 -836461.6072 27.7286
18 1.2605  -318.5954 -836472.1256 17.2102
19 1.2805  -318.5983 -836479.8325 9.5032
20 1.3005  -318.6003 -836485.0685 4.2673
21 1.3205  -318.6015 -836488.1429 1.1929
22 1.3406  -318.6019 -836489.3358 0.0000
23 1.3606  -318.6018 -836488.8973 0.4385
24 1.3806  -318.6010 -836487.0543 2.2815
25 1.4006  -318.5999 -836484.0115 5.3243
26 1.4207  -318.5983 -836479.9513 9.3845
27 1.4407  -318.5965 -836475.0397 14.2961
28 1.4607  -318.5943 -836469.4260 19.9097
29 1.4807  -318.5920 -836463.2428 26.0929
30 1.5008  -318.5895 -836456.6093 32.7265
31 1.5208  -318.5868 -836449.6310 39.7048
32 1.5408  -318.5840 -836442.4017 46.9340
33 1.5608  -318.5812 -836435.0027 54.3331
34 1.5809  -318.5784 -836427.5065 61.8293
35 1.6009  -318.5755 -836419.9759 69.3599
36 1.6209  -318.5726 -836412.4654 76.8704
37 1.6409  -318.5698 -836405.0209 84.3148
38 1.6610  -318.5670 -836397.6811 91.6546
39 1.6810  -318.5643 -836390.4780 98.8578
40 1.7010  -318.5616 -836383.4372 105.8985
41 1.7210  -318.5590 -836376.5795 112.7563
42 1.7411  -318.5564 -836369.9205 119.4153
43 1.7611  -318.5540 -836363.4718 125.8640
44 1.7811  -318.5516 -836357.2413 132.0945
45 1.8011  -318.5493 -836351.2338 138.1020
46 1.8212  -318.5471 -836345.4511 143.8846
47 1.8412  -318.5450 -836339.8930 149.4428
48 1.8612  -318.5430 -836334.5570 154.7787
49 1.8812  -318.5410 -836329.4393 159.8965
50 1.9013  -318.5391 -836324.5347 164.8010
51 1.9213  -318.5374 -836319.8373 169.4984
52 1.9413  -318.5356 -836315.3403 173.9954
53 1.9613  -318.5340 -836311.0365 178.2992
54 1.9814  -318.5324 -836306.9183 182.4175
55 2.0014  -318.5309 -836302.9778 186.3580
56 2.0214  -318.5295 -836299.2070 190.1287
57 2.0414  -318.5281 -836295.5980 193.7377
58 2.0615  -318.5268 -836292.1428 197.1929
59 2.0815  -318.5256 -836288.8338 200.5020
60 2.1015  -318.5243 -836285.6633 203.6725
61 2.1215  -318.5232 -836282.6241 206.7117
62 2.1416  -318.5221 -836279.7093 209.6265
63 2.1616  -318.5210 -836276.9123 212.4235
64 2.1816  -318.5200 -836274.2269 215.1089
65 2.2016  -318.5190 -836271.6472 217.6886
66 2.2217  -318.5181 -836269.1681 220.1677
67 2.2417  -318.5172 -836266.7893 222.5465
68 2.2617  -318.5190 -836271.6271 217.7086
69 2.2817  -318.5184 -836270.1324 219.2034
70 2.3018  -318.5179 -836268.6292 220.7065
71 2.3218  -318.5173 -836267.2027 222.1330
72 2.3418  -318.5168 -836265.8385 223.4973
73 2.3618  -318.5163 -836264.5421 224.7937
74 2.3819  -318.5158 -836263.2973 226.0385
75 2.4019  -318.5154 -836262.1055 227.2303
76 2.4219  -318.5149 -836260.9635 228.3722
77 2.4419  -318.5145 -836259.8676 229.4681
78 2.4620  -318.5141 -836258.8144 230.5213
79 2.4820  -318.5137 -836257.8011 231.5347
80 2.5020  -318.5134 -836256.8251 232.5107
81 2.5220  -318.5130 -836255.8832 233.4526
82 2.5421  -318.5127 -836254.9746 234.3612
83 2.5621  -318.5123 -836254.0974 235.2384
84 2.5821  -318.5120 -836253.2498 236.0860
85 2.6021  -318.5117 -836252.4303 236.9055
86 2.6222  -318.5114 -836251.6372 237.6985
87 2.6422  -318.5111 -836250.8695 238.4662
88 2.6622  -318.5108 -836250.1258 239.2099
89 2.6822  -318.5105 -836249.4051 239.9307
90 2.7023  -318.5103 -836248.7063 240.6295
91 2.7223  -318.5100 -836248.0286 241.3071
92 2.7423  -318.5098 -836247.3713 241.9645
93 2.7623  -318.5095 -836246.7302 242.6055
94 2.7824  -318.5093 -836246.1166 243.2191
95 2.8024  -318.5091 -836245.5133 243.8224
96 2.8224  -318.5088 -836244.9323 244.4035
97 2.8424  -318.5086 -836244.3650 244.9708
98 2.8625  -318.5084 -836243.8230 245.5128
99 2.8825  -318.5082 -836243.2893 246.0464
100 2.9025  -318.5080 -836242.7758 246.5599
101 2.9225  -318.5078 -836242.2743 247.0614
102 2.9426  -318.5076 -836241.7973 247.5384
103 2.9626  -318.5075 -836241.3262 248.0096
104 2.9826  -318.5073 -836240.8722 248.4636
105 3.0026  -318.5071 -836240.4324 248.9034
106 3.0227  -318.5070 -836240.0061 249.3297
107 3.0427  -318.5068 -836239.5931 249.7427
108 3.0627  -318.5066 -836239.1933 250.1424
109 3.0827  -318.5065 -836238.8066 250.5291
110 3.1028  -318.5064 -836238.4328 250.9030
111 3.1228  -318.5062 -836238.0716 251.2642
112 3.1428  -318.5061 -836237.7229 251.6129
113 3.1628  -318.5060 -836237.4592 251.8765
114 3.1829  -318.5059 -836237.1439 252.1918
115 3.2029  -318.5057 -836236.8417 252.4941
116 3.2229  -318.5056 -836236.5497 252.7861
117 3.2429  -318.5055 -836236.2678 253.0680
118 3.2630  -318.5054 -836235.9959 253.3399
119 3.2830  -318.5053 -836235.7339 253.6019
120 3.3030  -318.5053 -836235.5967 253.7391
121 3.3230  -318.5052 -836235.3825 253.9532
122 3.3431  -318.5051 -836235.1739 254.1619
123 3.3631  -318.5050 -836234.9716 254.3641
124 3.3831  -318.5050 -836234.7759 254.5599
125 3.4031  -318.5049 -836234.7038 254.6319
126 3.4232  -318.5049 -836234.5603 254.7754
127 3.4432  -318.5048 -836234.4209 254.9148
128 3.4632  -318.5048 -836234.2812 255.0545
129 3.4832  -318.5048 -836234.2332 255.1026
130 3.5033  -318.5047 -836234.1400 255.1958
131 3.5233  -318.5047 -836234.0458 255.2899
132 3.5433  -318.5046 -836233.9502 255.3855
133 3.5633  -318.5046 -836233.9508 255.3850
134 3.5834  -318.5046 -836233.8997 255.4361
135 3.6034  -318.5046 -836233.8441 255.4917
136 3.6234  -318.5046 -836233.7887 255.5471
137 3.6434  -318.5046 -836233.8230 255.5128
138 3.6635  -318.5046 -836233.8085 255.5273
139 3.6835  -318.5046 -836233.7899 255.5459
140 3.7035  -318.5046 -836233.7720 255.5637
141 3.7235  -318.5046 -836233.9063 255.4295
142 3.7436  -318.5046 -836233.9537 255.3821
143 3.7636  -318.5047 -836233.9914 255.3444
144 3.7836  -318.5047 -836234.0369 255.2988
145 3.8036  -318.5047 -836234.0822 255.2536
146 3.8237  -318.5047 -836234.1413 255.1945
147 3.8437  -318.5047 -836234.1978 255.1380
148 3.8637  -318.5048 -836234.2686 255.0671
149 3.8837  -318.5048 -836234.3355 255.0003
150 3.9038  -318.5048 -836234.4158 254.9200
151 3.9238  -318.5049 -836234.4917 254.8441
152 3.9438  -318.5049 -836234.5801 254.7557
153 3.9638  -318.5049 -836234.6632 254.6725
154 3.9839  -318.5050 -836234.7581 254.5776
155 4.0039  -318.5050 -836234.8472 254.4886
156 4.0239  -318.5050 -836234.9471 254.3887
157 4.0439  -318.5051 -836235.0403 254.2955
158 4.0640  -318.5051 -836235.1435 254.1922
159 4.0840  -318.5051 -836235.2388 254.0969
160 4.1040  -318.5052 -836235.3432 253.9925
161 4.1240  -318.5052 -836235.4385 253.8972
