0 0.9000  -339.9761 -892607.3522 1324.3661
1 0.9100  -340.0087 -892692.8843 1238.8340
2 0.9201  -340.0393 -892773.2472 1158.4711
3 0.9301  -340.0681 -892848.7611 1082.9572
4 0.9401  -340.0951 -892919.6671 1012.0512
5 0.9501  -340.1205 -892986.2663 945.4520
6 0.9602  -340.1443 -893048.7297 882.9886
7 0.9702  -340.1666 -893107.3443 824.3740
8 0.9802  -340.1875 -893162.2646 769.4537
9 0.9902  -340.2071 -893213.7276 717.9907
10 1.0003  -340.2254 -893261.8964 669.8219
11 1.0103  -340.2426 -893306.9699 624.7484
12 1.0203  -340.2587 -893349.0964 582.6219
13 1.0303  -340.2737 -893388.4816 543.2367
14 1.0404  -340.2876 -893425.2240 506.4943
15 1.0504  -340.3007 -893459.5162 472.2021
16 1.0604  -340.3129 -893491.4489 440.2694
17 1.0704  -340.3242 -893521.2122 410.5061
18 1.0805  -340.3347 -893548.8654 382.8529
19 1.0905  -340.3445 -893574.5717 357.1466
20 1.1005  -340.3536 -893598.4072 333.3111
21 1.1105  -340.3620 -893620.5156 311.2027
22 1.1206  -340.3698 -893640.9613 290.7570
23 1.1306  -340.3770 -893659.8602 271.8581
24 1.1406  -340.3837 -893677.3013 254.4170
25 1.1506  -340.3898 -893693.3479 238.3704
26 1.1607  -340.3954 -893708.1150 223.6033
27 1.1707  -340.4006 -893721.6460 210.0723
28 1.1807  -340.4053 -893734.0416 197.6767
29 1.1907  -340.4096 -893745.3511 186.3672
30 1.2008  -340.4135 -893755.6448 176.0735
31 1.2108  -340.4171 -893765.0126 166.7057
32 1.2208  -340.4203 -893773.4746 158.2437
33 1.2308  -340.4232 -893781.1003 150.6180
34 1.2409  -340.4258 -893787.9695 143.7488
35 1.2509  -340.4281 -893794.0948 137.6235
36 1.2609  -340.4302 -893799.5533 132.1650
37 1.2709  -340.4321 -893804.3703 127.3480
38 1.2810  -340.4337 -893808.6118 123.1064
39 1.2910  -340.4351 -893812.2978 119.4205
40 1.3010  -340.4363 -893815.4919 116.2264
41 1.3110  -340.4373 -893818.2083 113.5100
42 1.3211  -340.4382 -893820.5087 111.2096
43 1.3311  -340.4389 -893822.4023 109.3160
44 1.3411  -340.4395 -893823.9484 107.7699
45 1.3511  -340.4400 -893825.1519 106.5663
46 1.3612  -340.4403 -893826.0708 105.6474
47 1.3712  -340.4406 -893826.7049 105.0134
48 1.3812  -340.4407 -893827.1122 104.6061
49 1.3912  -340.4408 -893827.2867 104.4316
50 1.4013  -340.4408 -893827.2873 104.4309
51 1.4113  -340.4407 -893827.1019 104.6164
52 1.4213  -340.4406 -893826.7931 104.9251
53 1.4313  -340.4404 -893826.3398 105.3785
54 1.4414  -340.4402 -893825.8104 105.9079
