0 0.9000  -454.5169 -1193334.0241 1306.6183
1 0.9100  -454.5570 -1193439.5223 1201.1201
2 0.9201  -454.5875 -1193519.5762 1121.0663
3 0.9301  -454.6162 -1193594.7823 1045.8601
4 0.9401  -454.6431 -1193665.3862 975.2562
5 0.9501  -454.6683 -1193731.6714 908.9710
6 0.9602  -454.6920 -1193793.8312 846.8112
7 0.9702  -454.7142 -1193852.1332 788.5092
8 0.9802  -454.7350 -1193906.7433 733.8991
9 0.9902  -454.7545 -1193957.9038 682.7386
10 1.0003  -454.7727 -1194005.7681 634.8743
11 1.0103  -454.7898 -1194050.5404 590.1020
12 1.0203  -454.8057 -1194092.3628 548.2796
13 1.0303  -454.8206 -1194131.4547 509.1878
14 1.0404  -454.8345 -1194167.9011 472.7413
15 1.0504  -454.8474 -1194201.8996 438.7428
16 1.0604  -454.8595 -1194233.5426 407.0998
17 1.0704  -454.8707 -1194263.0039 377.6386
18 1.0805  -454.8811 -1194290.3652 350.2772
19 1.0905  -454.8908 -1194315.7845 324.8579
20 1.1005  -454.8998 -1194339.3321 301.3103
21 1.1105  -454.9081 -1194361.1464 279.4961
22 1.1206  -454.9158 -1194381.3183 259.3242
23 1.1306  -454.9228 -1194399.9195 240.7229
24 1.1406  -454.9294 -1194417.0758 223.5666
25 1.1506  -454.9354 -1194432.8392 207.8032
26 1.1607  -454.9409 -1194447.3224 193.3200
27 1.1707  -454.9459 -1194460.5709 180.0715
28 1.1807  -454.9505 -1194472.6678 167.9746
29 1.1907  -454.9548 -1194483.7111 156.9313
30 1.2008  -454.9586 -1194493.7228 146.9197
31 1.2108  -454.9620 -1194502.7818 137.8606
32 1.2208  -454.9651 -1194510.9746 129.6678
33 1.2308  -454.9679 -1194518.3159 122.3265
34 1.2409  -454.9704 -1194524.8738 115.7686
35 1.2509  -454.9727 -1194530.7265 109.9160
36 1.2609  -454.9746 -1194535.8805 104.7620
37 1.2709  -454.9764 -1194540.4134 100.2290
38 1.2810  -454.9779 -1194544.3455 96.2969
39 1.2910  -454.9791 -1194547.7433 92.8991
40 1.3010  -454.9802 -1194550.6222 90.0202
41 1.3110  -454.9812 -1194553.0460 87.5964
42 1.3211  -454.9819 -1194555.0252 85.6173
43 1.3311  -454.9825 -1194556.6205 84.0219
44 1.3411  -454.9830 -1194557.8389 82.8036
45 1.3511  -454.9833 -1194558.7387 81.9037
46 1.3612  -454.9836 -1194559.3223 81.3201
47 1.3712  -454.9837 -1194559.6474 80.9950
48 1.3812  -454.9837 -1194559.7112 80.9312
49 1.3912  -454.9836 -1194559.5708 81.0716
50 1.4013  -454.9835 -1194559.2190 81.4234
51 1.4113  -454.9833 -1194558.7136 81.9288
52 1.4213  -454.9831 -1194558.0413 82.6011
53 1.4313  -454.9828 -1194557.2633 83.3791
54 1.4414  -454.9824 -1194556.3580 84.2845
55 1.4514  -454.9821 -1194555.3922 85.2502
56 1.4614  -454.9817 -1194554.3338 86.3086
57 1.4714  -454.9812 -1194553.2584 87.3841
58 1.4815  -454.9808 -1194552.1205 88.5219
59 1.4915  -454.9804 -1194551.0196 89.6228
60 1.5015  -454.9800 -1194549.8756 90.7669
61 1.5115  -454.9795 -1194548.7756 91.8668
62 1.5216  -454.9791 -1194547.6714 92.9711
63 1.5316  -454.9787 -1194546.6856 93.9569
64 1.5416  -454.9784 -1194545.6932 94.9492
65 1.5516  -454.9780 -1194544.8276 95.8148
66 1.5617  -454.9777 -1194543.9835 96.6589
67 1.5717  -454.9774 -1194543.2920 97.3504
68 1.5817  -454.9772 -1194542.6327 98.0097
69 1.5917  -454.9770 -1194542.1801 98.4624
70 1.6018  -454.9769 -1194541.7504 98.8921
71 1.6118  -454.9767 -1194541.4402 99.2022
72 1.6218  -454.9767 -1194541.1986 99.4439
73 1.6318  -454.9767 -1194541.2463 99.3962
74 1.6419  -454.9767 -1194541.2770 99.3655
75 1.6519  -454.9767 -1194541.4245 99.2180
76 1.6619  -454.9768 -1194541.6374 99.0051
77 1.6719  -454.9770 -1194542.1221 98.5203
78 1.6820  -454.9772 -1194542.5798 98.0626
79 1.6920  -454.9774 -1194543.1347 97.5077
80 1.7020  -454.9776 -1194543.7428 96.8996
81 1.7120  -454.9779 -1194544.5701 96.0723
82 1.7221  -454.9782 -1194545.3705 95.2720
83 1.7321  -454.9786 -1194546.2183 94.4241
84 1.7421  -454.9789 -1194547.1910 93.4514
85 1.7521  -454.9793 -1194548.1729 92.4695
86 1.7622  -454.9797 -1194549.1910 91.4514
87 1.7722  -454.9801 -1194550.3664 90.2761
88 1.7822  -454.9806 -1194551.5059 89.1365
89 1.7922  -454.9810 -1194552.6652 87.9772
90 1.8023  -454.9815 -1194553.9429 86.6995
91 1.8123  -454.9820 -1194555.1901 85.4523
92 1.8223  -454.9825 -1194556.4494 84.1930
93 1.8323  -454.9829 -1194557.7307 82.9117
94 1.8424  -454.9834 -1194559.0338 81.6086
95 1.8524  -454.9839 -1194560.3567 80.2857
96 1.8624  -454.9845 -1194561.6968 78.9457
97 1.8724  -454.9850 -1194563.0515 77.5909
