0 1.0000  -397.0498 -1042454.2371 633.5043
1 1.0100  -397.0657 -1042495.9409 591.8005
2 1.0200  -397.0808 -1042535.6746 552.0668
3 1.0301  -397.0954 -1042574.0593 513.6821
4 1.0401  -397.1342 -1042675.7127 412.0286
5 1.0501  -397.1447 -1042703.3822 384.3592
6 1.0601  -397.1543 -1042728.6778 359.0636
7 1.0701  -397.1632 -1042751.8775 335.8639
8 1.0801  -397.1713 -1042773.1233 314.6180
9 1.0902  -397.1786 -1042792.5183 295.2231
10 1.1002  -397.1854 -1042810.1722 277.5692
11 1.1102  -397.1915 -1042826.1877 261.5536
12 1.1202  -397.1970 -1042840.6635 247.0779
13 1.1302  -397.2019 -1042853.6816 234.0598
14 1.1402  -397.2064 -1042865.3319 222.4094
15 1.1503  -397.2103 -1042875.6973 212.0440
16 1.1603  -397.2138 -1042884.8558 202.8856
17 1.1703  -397.2169 -1042892.8811 194.8603
18 1.1803  -397.2195 -1042899.8437 187.8977
19 1.1903  -397.2218 -1042905.8102 181.9312
20 1.2003  -397.2237 -1042910.8441 176.8973
21 1.2104  -397.2253 -1042915.0055 172.7359
22 1.2204  -397.2266 -1042918.3516 169.3898
23 1.2304  -397.2276 -1042920.9368 166.8046
24 1.2404  -397.2283 -1042922.8124 164.9290
25 1.2504  -397.2287 -1042924.0274 163.7140
26 1.2604  -397.2290 -1042924.6281 163.1133
27 1.2705  -397.2290 -1042924.6583 163.0831
28 1.2805  -397.2288 -1042924.1604 163.5810
29 1.2905  -397.2284 -1042923.1742 164.5672
30 1.3005  -397.2279 -1042921.7377 166.0037
31 1.3105  -397.2272 -1042919.8869 167.8545
32 1.3205  -397.2263 -1042917.6562 170.0852
33 1.3306  -397.2253 -1042915.0781 172.6633
34 1.3406  -397.2261 -1042917.2390 170.5024
35 1.3506  -397.2254 -1042915.1899 172.5515
36 1.3606  -397.2245 -1042912.9592 174.7821
37 1.3706  -397.2236 -1042910.5797 177.1617
38 1.3806  -397.2227 -1042908.0684 179.6730
39 1.3907  -397.2216 -1042905.4418 182.2996
40 1.4007  -397.2206 -1042902.7129 185.0284
41 1.4107  -397.2195 -1042899.9005 187.8409
42 1.4207  -397.2184 -1042897.0139 190.7275
43 1.4307  -397.2176 -1042894.9157 192.8257
44 1.4407  -397.2166 -1042892.1153 195.6261
45 1.4508  -397.2155 -1042889.2874 198.4540
46 1.4608  -397.2144 -1042886.4416 201.2997
47 1.4708  -397.2133 -1042883.5883 204.1531
48 1.4808  -397.2122 -1042880.7375 207.0038
49 1.4908  -397.2112 -1042877.8993 209.8421
50 1.5008  -397.2102 -1042875.4203 212.3211
51 1.5109  -397.2094 -1042873.2309 214.5104
52 1.5209  -397.2085 -1042870.8368 216.9046
53 1.5309  -397.2076 -1042868.6039 219.1375
54 1.5409  -397.2069 -1042866.6259 221.1154
55 1.5509  -397.2063 -1042865.1275 222.6139
56 1.5609  -397.2060 -1042864.2576 223.4838
57 1.5710  -397.2058 -1042863.7735 223.9679
58 1.5810  -397.2057 -1042863.5396 224.2017
59 1.5910  -397.2057 -1042863.5051 224.2363
60 1.6010  -397.2057 -1042863.6285 224.1129
61 1.6110  -397.2058 -1042863.9382 223.8031
62 1.6210  -397.2060 -1042864.3706 223.3708
63 1.6311  -397.2062 -1042864.9591 222.7823
64 1.6411  -397.2065 -1042865.6656 222.0758
65 1.6511  -397.2068 -1042866.5111 221.2303
66 1.6611  -397.2072 -1042867.4800 220.2614
67 1.6711  -397.2076 -1042868.5694 219.1719
68 1.6811  -397.2081 -1042869.7880 217.9534
69 1.6912  -397.2086 -1042871.1272 216.6142
70 1.7012  -397.2091 -1042872.5908 215.1506
71 1.7112  -397.2097 -1042874.1809 213.5605
72 1.7212  -397.2104 -1042875.9008 211.8406
73 1.7312  -397.2111 -1042877.7552 209.9862
74 1.7412  -397.2119 -1042879.7510 207.9904
75 1.7513  -397.2129 -1042882.4270 205.3144
76 1.7613  -397.2149 -1042887.7563 199.9850
77 1.7713  -397.2161 -1042890.9210 196.8204
78 1.7813  -397.2174 -1042894.2808 193.4605
79 1.7913  -397.2187 -1042897.7935 189.9478
80 1.8013  -397.2201 -1042901.4123 186.3291
81 1.8114  -397.2215 -1042905.0986 182.6428
82 1.8214  -397.2229 -1042908.8266 178.9148
83 1.8314  -397.2244 -1042912.5725 175.1688
84 1.8414  -397.2258 -1042916.3236 171.4178
85 1.8514  -397.2272 -1042920.0660 167.6754
86 1.8614  -397.2286 -1042923.7909 163.9505
87 1.8715  -397.2300 -1042927.4911 160.2503
88 1.8815  -397.2314 -1042931.1610 156.5804
89 1.8915  -397.2328 -1042934.7962 152.9452
90 1.9015  -397.2342 -1042938.3931 149.3483
91 1.9115  -397.2356 -1042941.9489 145.7925
92 1.9215  -397.2369 -1042945.4616 142.2798
93 1.9316  -397.2382 -1042948.9296 138.8118
94 1.9416  -397.2395 -1042952.3422 135.3991
95 1.9516  -397.2408 -1042955.7280 132.0134
96 1.9616  -397.2421 -1042959.0478 128.6936
97 1.9716  -397.2433 -1042962.3423 125.3991
98 1.9816  -397.2446 -1042965.5708 122.1706
99 1.9917  -397.2458 -1042968.7807 118.9607
100 2.0017  -397.2470 -1042971.9246 115.8168
101 2.0117  -397.2482 -1042975.0666 112.6748
102 2.0217  -397.2493 -1042978.1429 109.5985
103 2.0317  -397.2505 -1042981.2386 106.5028
104 2.0417  -397.2517 -1042984.2644 103.4770
105 2.0518  -397.2528 -1042987.2973 100.4441
106 2.0618  -397.2540 -1042990.2490 97.4924
107 2.0718  -397.2551 -1042993.1723 94.5691
108 2.0818  -397.2561 -1042996.0171 91.7243
109 2.0918  -397.2572 -1042998.8136 88.9278
110 2.1018  -397.2582 -1043001.5340 86.2074
111 2.1119  -397.2593 -1043004.1839 83.5575
112 2.1219  -397.2603 -1043006.7902 80.9512
113 2.1319  -397.2612 -1043009.3145 78.4268
114 2.1419  -397.2621 -1043011.7696 75.9718
115 2.1519  -397.2631 -1043014.1716 73.5698
116 2.1619  -397.2639 -1043016.4993 71.2420
117 2.1720  -397.2648 -1043018.7609 68.9805
118 2.1820  -397.2656 -1043020.9620 66.7794
119 2.1920  -397.2665 -1043023.0998 64.6415
120 2.2020  -397.2673 -1043025.1789 62.5625
121 2.2120  -397.2680 -1043027.1924 60.5489
122 2.2220  -397.2688 -1043029.1486 58.5928
123 2.2321  -397.2695 -1043031.0517 56.6897
124 2.2421  -397.2702 -1043032.8918 54.8496
125 2.2521  -397.2709 -1043034.6778 53.0635
126 2.2621  -397.2715 -1043036.4135 51.3279
127 2.2721  -397.2722 -1043038.0902 49.6512
128 2.2821  -397.2728 -1043039.7166 48.0248
129 2.2922  -397.2734 -1043041.2881 46.4533
130 2.3022  -397.2740 -1043042.8161 44.9253
131 2.3122  -397.2745 -1043044.2897 43.4517
132 2.3222  -397.2751 -1043045.7225 42.0189
133 2.3322  -397.2756 -1043047.1029 40.6384
