0 0.9000  -164.7054 -432434.1396 1050.6956
1 0.9200  -164.7666 -432594.7390 890.0962
2 0.9401  -164.8200 -432735.0411 749.7942
3 0.9601  -164.8666 -432857.2850 627.5502
4 0.9801  -164.9071 -432963.4642 521.3710
5 1.0001  -164.9420 -433055.3517 429.4835
6 1.0202  -164.9722 -433134.5248 350.3105
7 1.0402  -164.9981 -433202.3887 282.4466
8 1.0602  -165.0201 -433260.1997 224.6355
9 1.0802  -165.0387 -433309.0848 175.7504
10 1.1003  -165.0543 -433350.0555 134.7798
11 1.1203  -165.0672 -433384.0184 100.8168
12 1.1403  -165.0778 -433411.7837 73.0515
13 1.1603  -165.0863 -433434.0732 50.7620
14 1.1804  -165.0929 -433451.5303 33.3049
15 1.2004  -165.0980 -433464.7307 20.1046
16 1.2204  -165.1016 -433474.1924 10.6429
17 1.2404  -165.1039 -433480.3827 4.4525
18 1.2605  -165.1052 -433483.7240 1.1112
19 1.2805  -165.1055 -433484.5969 0.2383
20 1.3005  -165.1056 -433484.8352 0.0000
21 1.3205  -165.1051 -433483.4823 1.3530
22 1.3406  -165.1042 -433481.0881 3.7472
23 1.3606  -165.1030 -433477.8245 7.0107
24 1.3806  -165.1014 -433473.8475 10.9878
25 1.4006  -165.0997 -433469.2953 15.5399
26 1.4207  -165.0978 -433464.2887 20.5466
27 1.4407  -165.0958 -433458.9311 25.9041
28 1.4607  -165.0936 -433453.3101 31.5252
29 1.4807  -165.0914 -433447.4983 37.3369
30 1.5008  -165.0891 -433441.5551 43.2801
31 1.5208  -165.0869 -433435.5287 49.3066
32 1.5408  -165.0845 -433429.4573 55.3779
33 1.5608  -165.0822 -433423.3718 61.4634
34 1.5809  -165.0799 -433417.2965 67.5387
35 1.6009  -165.0776 -433411.2509 73.5843
36 1.6209  -165.0753 -433405.2504 79.5848
37 1.6409  -165.0731 -433399.3070 85.5282
38 1.6610  -165.0708 -433393.4296 91.4056
39 1.6810  -165.0686 -433387.6247 97.2105
40 1.7010  -165.0664 -433381.8966 102.9387
