0 0.9000  -340.3988 -893717.1345 1265.3542
1 0.9200  -340.4635 -893886.8955 1095.5931
2 0.9401  -340.5207 -894036.9751 945.5136
3 0.9601  -340.5711 -894169.4532 813.0354
4 0.9801  -340.6156 -894286.2010 696.2876
5 1.0001  -340.6547 -894388.8943 593.5944
6 1.0202  -340.6890 -894479.0296 503.4590
7 1.0402  -340.7191 -894557.9413 424.5473
8 1.0602  -340.7453 -894626.8202 355.6685
9 1.0802  -340.7681 -894686.7341 295.7545
10 1.1003  -340.7879 -894738.6427 243.8460
11 1.1203  -340.8050 -894783.4111 199.0776
12 1.1403  -340.8196 -894821.8185 160.6701
13 1.1603  -340.8321 -894854.5656 127.9231
14 1.1804  -340.8426 -894882.2801 100.2086
15 1.2004  -340.8515 -894905.5232 76.9654
16 1.2204  -340.8588 -894924.7982 57.6905
17 1.2404  -340.8648 -894940.5577 41.9309
18 1.2605  -340.8696 -894953.2118 29.2768
19 1.2805  -340.8734 -894963.1322 19.3565
20 1.3005  -340.8763 -894970.6565 11.8321
21 1.3205  -340.8783 -894976.0913 6.3973
22 1.3406  -340.8797 -894979.7134 2.7752
23 1.3606  -340.8805 -894981.7716 0.7171
24 1.3806  -340.8808 -894982.4887 0.0000
25 1.4006  -340.8806 -894982.0643 0.4244
26 1.4207  -340.8801 -894980.6777 1.8110
27 1.4407  -340.8793 -894978.4903 3.9983
28 1.4607  -340.8782 -894975.6473 6.8414
29 1.4807  -340.8769 -894972.2788 10.2098
30 1.5008  -340.8755 -894968.5016 13.9871
31 1.5208  -340.8739 -894964.4186 18.0701
32 1.5408  -340.8723 -894960.1201 22.3686
33 1.5608  -340.8706 -894955.6842 26.8044
34 1.5809  -340.8689 -894951.1769 31.3117
35 1.6009  -340.8671 -894946.6543 35.8344
36 1.6209  -340.8654 -894942.1629 40.3258
37 1.6409  -340.8637 -894937.7408 44.7478
38 1.6610  -340.8621 -894933.4201 49.0685
39 1.6810  -340.8605 -894929.2255 53.2631
40 1.7010  -340.8590 -894925.1764 57.3122
41 1.7210  -340.8575 -894921.2874 61.2012
42 1.7411  -340.8561 -894917.5685 64.9201
43 1.7611  -340.8547 -894914.0257 68.4629
44 1.7811  -340.8534 -894910.6614 71.8272
45 1.8011  -340.8522 -894907.4751 75.0136
46 1.8212  -340.8511 -894904.4637 78.0249
47 1.8412  -340.8500 -894901.6227 80.8660
48 1.8612  -340.8490 -894898.9460 83.5427
49 1.8812  -340.8480 -894896.4268 86.0619
50 1.9013  -340.8471 -894894.0578 88.4308
51 1.9213  -340.8463 -894891.8319 90.6568
52 1.9413  -340.8455 -894889.7414 92.7472
53 1.9613  -340.8447 -894887.7793 94.7094
54 1.9814  -340.8440 -894885.9380 96.5506
55 2.0014  -340.8433 -894884.2104 98.2782
56 2.0214  -340.8427 -894882.5892 99.8994
57 2.0414  -340.8422 -894881.0673 101.4214
58 2.0615  -340.8416 -894879.6376 102.8511
59 2.0815  -340.8411 -894878.2931 104.1956
