0 0.9000  -431.3245 -1132442.5313 1251.1011
1 0.9200  -431.3896 -1132613.4318 1080.2006
2 0.9401  -431.4471 -1132764.3930 929.2394
3 0.9601  -431.4978 -1132897.5244 796.1079
4 0.9801  -431.5425 -1133014.7122 678.9201
5 1.0001  -431.5817 -1133117.6449 575.9875
6 1.0202  -431.6160 -1133207.8306 485.8018
7 1.0402  -431.6460 -1133286.6199 407.0124
8 1.0602  -431.6721 -1133355.2212 338.4111
9 1.0802  -431.6948 -1133414.7181 278.9142
10 1.1003  -431.7144 -1133466.0830 227.5494
11 1.1203  -431.7312 -1133510.1888 183.4436
12 1.1403  -431.7455 -1133547.8174 145.8149
13 1.1603  -431.7576 -1133579.6736 113.9588
14 1.1804  -431.7678 -1133606.3910 87.2414
15 1.2004  -431.7762 -1133628.5414 65.0910
16 1.2204  -431.7831 -1133646.6399 46.9924
17 1.2404  -431.7887 -1133661.1507 32.4817
18 1.2605  -431.7930 -1133672.4914 21.1410
19 1.2805  -431.7962 -1133681.0388 12.5936
20 1.3005  -431.7986 -1133687.1334 6.4990
21 1.3205  -431.8001 -1133691.0831 2.5493
22 1.3406  -431.8009 -1133693.1659 0.4665
23 1.3606  -431.8010 -1133693.6324 0.0000
24 1.3806  -431.8007 -1133692.7080 0.9244
25 1.4006  -431.7999 -1133690.5958 3.0365
26 1.4207  -431.7987 -1133687.4786 6.1538
27 1.4407  -431.7972 -1133683.5211 10.1112
28 1.4607  -431.7954 -1133678.8717 14.7606
29 1.4807  -431.7934 -1133673.6632 19.9692
30 1.5008  -431.7913 -1133668.0141 25.6182
31 1.5208  -431.7890 -1133662.0297 31.6026
32 1.5408  -431.7866 -1133655.8032 37.8292
33 1.5608  -431.7842 -1133649.4165 44.2158
34 1.5809  -431.7817 -1133642.9421 50.6903
35 1.6009  -431.7793 -1133636.4427 57.1896
36 1.6209  -431.7768 -1133629.9728 63.6596
37 1.6409  -431.7744 -1133623.5785 70.0539
38 1.6610  -431.7720 -1133617.2985 76.3339
39 1.6810  -431.7696 -1133611.1646 82.4677
40 1.7010  -431.7674 -1133605.2024 88.4299
41 1.7210  -431.7652 -1133599.4320 94.2004
42 1.7411  -431.7630 -1133593.8682 99.7641
43 1.7611  -431.7610 -1133588.5218 105.1105
44 1.7811  -431.7591 -1133583.3994 110.2330
45 1.8011  -431.7572 -1133578.5041 115.1282
46 1.8212  -431.7554 -1133573.8362 119.7962
47 1.8412  -431.7537 -1133569.3931 124.2392
48 1.8612  -431.7521 -1133565.1706 128.4618
49 1.8812  -431.7506 -1133561.1623 132.4700
50 1.9013  -431.7491 -1133557.3611 136.2712
51 1.9213  -431.7478 -1133553.7587 139.8737
52 1.9413  -431.7465 -1133550.3460 143.2863
53 1.9613  -431.7452 -1133547.1139 146.5185
54 1.9814  -431.7441 -1133544.0526 149.5798
55 2.0014  -431.7430 -1133541.1525 152.4798
56 2.0214  -431.7419 -1133538.4041 155.2283
57 2.0414  -431.7409 -1133535.7979 157.8345
58 2.0615  -431.7400 -1133533.3251 160.3073
59 2.0815  -431.7391 -1133530.9786 162.6538
60 2.1015  -431.7397 -1133532.5141 161.1182
61 2.1215  -431.7390 -1133530.8293 162.8031
62 2.1416  -431.7384 -1133529.2472 164.3851
63 2.1616  -431.7379 -1133527.7584 165.8740
64 2.1816  -431.7373 -1133526.3553 167.2770
65 2.2016  -431.7368 -1133525.0288 168.6036
66 2.2217  -431.7363 -1133523.7731 169.8592
67 2.2417  -431.7359 -1133522.5804 171.0519
68 2.2617  -431.7355 -1133521.4459 172.1864
69 2.2817  -431.7350 -1133520.3640 173.2683
70 2.3018  -431.7347 -1133519.3274 174.3050
71 2.3218  -431.7343 -1133518.3397 175.2926
72 2.3418  -431.7339 -1133517.3870 176.2454
73 2.3618  -431.7336 -1133516.4749 177.1575
74 2.3819  -431.7332 -1133515.5919 178.0405
75 2.4019  -431.7329 -1133514.7387 178.8936
76 2.4219  -431.7326 -1133513.9201 179.7123
77 2.4419  -431.7323 -1133513.1201 180.5123
78 2.4620  -431.7320 -1133512.3507 181.2816
79 2.4820  -431.7317 -1133511.5962 182.0362
80 2.5020  -431.7314 -1133510.8699 182.7625
81 2.5220  -431.7312 -1133510.1553 183.4771
82 2.5421  -431.7309 -1133509.4669 184.1655
83 2.5621  -431.7306 -1133508.7879 184.8444
84 2.5821  -431.7304 -1133508.1332 185.4991
85 2.6021  -431.7301 -1133507.4864 186.1460
86 2.6222  -431.7299 -1133506.8621 186.7703
87 2.6422  -431.7297 -1133506.2443 187.3881
88 2.6622  -431.7294 -1133505.6467 187.9857
89 2.6822  -431.7292 -1133505.0557 188.5766
90 2.7023  -431.7290 -1133504.4842 189.1481
91 2.7223  -431.7288 -1133503.9181 189.7143
92 2.7423  -431.7286 -1133503.3709 190.2615
93 2.7623  -431.7284 -1133502.8334 190.7990
94 2.7824  -431.7282 -1133502.3020 191.3304
95 2.8024  -431.7280 -1133501.7888 191.8435
96 2.8224  -431.7278 -1133501.2842 192.3481
97 2.8424  -431.7276 -1133500.7905 192.8418
98 2.8625  -431.7274 -1133500.3038 193.3285
99 2.8825  -431.7272 -1133499.8349 193.7974
100 2.9025  -431.7270 -1133499.3696 194.2627
101 2.9225  -431.7269 -1133498.9218 194.7106
102 2.9426  -431.7267 -1133498.4810 195.1514
103 2.9626  -431.7265 -1133498.0498 195.5826
104 2.9826  -431.7264 -1133497.6282 196.0042
105 3.0026  -431.7262 -1133497.2122 196.4201
106 3.0227  -431.7261 -1133496.8129 196.8195
107 3.0427  -431.7259 -1133496.4157 197.2166
108 3.0627  -431.7258 -1133496.0350 197.5974
109 3.0827  -431.7256 -1133495.6601 197.9722
110 3.1028  -431.7255 -1133495.2940 198.3383
111 3.1228  -431.7254 -1133494.9370 198.6954
112 3.1428  -431.7252 -1133494.5889 199.0435
113 3.1628  -431.7251 -1133494.2497 199.3827
114 3.1829  -431.7250 -1133493.9192 199.7132
115 3.2029  -431.7249 -1133493.5972 200.0352
116 3.2229  -431.7247 -1133493.2835 200.3489
117 3.2429  -431.7246 -1133492.9778 200.6545
118 3.2630  -431.7245 -1133492.6800 200.9524
119 3.2830  -431.7244 -1133492.3897 201.2426
120 3.3030  -431.7243 -1133492.1068 201.5256
121 3.3230  -431.7242 -1133491.8310 201.8013
122 3.3431  -431.7241 -1133491.5622 202.0701
123 3.3631  -431.7240 -1133491.3003 202.3320
124 3.3831  -431.7239 -1133491.0452 202.5872
125 3.4031  -431.7238 -1133490.7967 202.8356
126 3.4232  -431.7237 -1133490.5549 203.0775
127 3.4432  -431.7236 -1133490.3196 203.3128
128 3.4632  -431.7235 -1133490.0908 203.5416
129 3.4832  -431.7234 -1133489.8683 203.7640
130 3.5033  -431.7233 -1133489.6521 203.9802
131 3.5233  -431.7233 -1133489.4421 204.1903
132 3.5433  -431.7232 -1133489.2379 204.3944
133 3.5633  -431.7231 -1133489.0394 204.5930
134 3.5834  -431.7230 -1133488.8463 204.7861
135 3.6034  -431.7230 -1133488.6583 204.9741
136 3.6234  -431.7229 -1133488.4752 205.1572
137 3.6434  -431.7228 -1133488.2968 205.3355
138 3.6635  -431.7228 -1133488.1231 205.5093
139 3.6835  -431.7227 -1133487.9539 205.6785
140 3.7035  -431.7226 -1133487.7891 205.8432
141 3.7235  -431.7226 -1133487.6288 206.0035
142 3.7436  -431.7225 -1133487.4729 206.1594
143 3.7636  -431.7225 -1133487.3214 206.3110
144 3.7836  -431.7224 -1133487.1742 206.4581
145 3.8036  -431.7224 -1133487.0313 206.6010
146 3.8237  -431.7223 -1133486.8928 206.7396
147 3.8437  -431.7222 -1133486.7583 206.8740
148 3.8637  -431.7222 -1133486.6279 207.0044
149 3.8837  -431.7221 -1133486.5014 207.1310
