0 1.0000  -2480.6676 -6512992.8451 425.4831
1 1.0100  -2480.6816 -6513029.5157 388.8125
2 1.0200  -2480.6944 -6513063.0345 355.2937
3 1.0301  -2480.7061 -6513093.9439 324.3843
4 1.0401  -2480.7170 -6513122.4484 295.8798
5 1.0501  -2480.7269 -6513148.5984 269.7298
6 1.0601  -2480.7361 -6513172.5631 245.7651
7 1.0701  -2480.7444 -6513194.4681 223.8601
8 1.0801  -2480.7520 -6513214.4348 203.8934
9 1.0902  -2480.7589 -6513232.5848 185.7434
10 1.1002  -2480.7652 -6513249.0104 169.3178
11 1.1102  -2480.7708 -6513263.8232 154.5050
12 1.1202  -2480.7759 -6513277.1559 141.1723
13 1.1302  -2480.7804 -6513289.0374 129.2908
14 1.1402  -2480.7845 -6513299.5760 118.7522
15 1.1503  -2480.7880 -6513308.8594 109.4688
16 1.1603  -2480.7911 -6513316.9478 101.3804
17 1.1703  -2480.7937 -6513323.9706 94.3576
18 1.1803  -2480.7960 -6513329.9418 88.3864
19 1.1903  -2480.7979 -6513334.9240 83.4042
20 1.2003  -2480.7999 -6513340.0615 78.2667
21 1.2104  -2480.8013 -6513343.8003 74.5279
22 1.2204  -2480.8025 -6513346.8699 71.4583
23 1.2304  -2480.8034 -6513349.2740 69.0542
24 1.2404  -2480.8040 -6513350.9949 67.3333
25 1.2504  -2480.8047 -6513352.6716 65.6566
26 1.2604  -2480.8050 -6513353.5817 64.7465
27 1.2705  -2480.8052 -6513354.0322 64.2960
28 1.2805  -2480.8052 -6513354.0544 64.2738
29 1.2905  -2480.8050 -6513353.6555 64.6727
30 1.3005  -2480.8048 -6513353.0184 65.3098
31 1.3105  -2480.8044 -6513352.0140 66.3142
32 1.3205  -2480.8039 -6513350.7112 67.6170
33 1.3306  -2480.8033 -6513349.1160 69.2122
34 1.3406  -2480.8027 -6513347.3709 70.9573
35 1.3506  -2480.8019 -6513345.3860 72.9422
36 1.3606  -2480.8011 -6513343.1918 75.1364
37 1.3706  -2480.8002 -6513340.8673 77.4609
38 1.3806  -2480.7992 -6513338.3646 79.9636
39 1.3907  -2480.7982 -6513335.7733 82.5549
40 1.4007  -2480.7972 -6513333.0528 85.2754
41 1.4107  -2480.7961 -6513330.2410 88.0872
42 1.4207  -2480.7950 -6513327.3280 91.0002
43 1.4307  -2480.7939 -6513324.3879 93.9403
44 1.4407  -2480.7928 -6513321.3681 96.9601
45 1.4508  -2480.7916 -6513318.3018 100.0264
46 1.4608  -2480.7904 -6513315.1830 103.1452
