0 0.9000  -187.7701 -492990.2762 1397.3197
1 0.9200  -187.8376 -493167.4890 1220.1069
2 0.9401  -187.8974 -493324.7150 1062.8809
3 0.9601  -187.9505 -493464.0515 923.5444
4 0.9801  -187.9975 -493587.3762 800.2197
5 1.0001  -188.0390 -493696.3737 691.2222
6 1.0202  -188.0756 -493792.5517 595.0443
7 1.0402  -188.1079 -493877.2614 510.3346
8 1.0602  -188.1362 -493951.7146 435.8813
9 1.0802  -188.1611 -494017.0003 370.5957
10 1.1003  -188.1829 -494074.0971 313.4988
11 1.1203  -188.2018 -494123.8843 263.7117
12 1.1403  -188.2183 -494167.1536 220.4423
13 1.1603  -188.2326 -494204.6158 182.9801
14 1.1804  -188.2449 -494236.9128 150.6831
15 1.2004  -188.2554 -494264.6239 122.9720
16 1.2204  -188.2644 -494288.2715 99.3244
17 1.2404  -188.2721 -494308.3260 79.2700
18 1.2605  -188.2785 -494325.2103 62.3856
19 1.2805  -188.2839 -494339.3057 48.2902
20 1.3005  -188.2883 -494350.9557 36.6402
21 1.3205  -188.2919 -494360.4701 27.1258
22 1.3406  -188.2948 -494368.1271 19.4688
23 1.3606  -188.2972 -494374.1760 13.4199
24 1.3806  -188.2989 -494378.8393 8.7566
25 1.4006  -188.3003 -494382.3154 5.2805
26 1.4207  -188.3012 -494384.7808 2.8151
27 1.4407  -188.3018 -494386.3927 1.2032
28 1.4607  -188.3021 -494387.2902 0.3057
29 1.4807  -188.3023 -494387.5959 0.0000
30 1.5008  -188.3022 -494387.4170 0.1789
31 1.5208  -188.3020 -494386.8468 0.7491
32 1.5408  -188.3016 -494385.9658 1.6301
33 1.5608  -188.3012 -494384.8436 2.7523
34 1.5809  -188.3007 -494383.5399 4.0560
35 1.6009  -188.3002 -494382.1057 5.4903
36 1.6209  -188.2996 -494380.5838 7.0121
37 1.6409  -188.2990 -494379.0102 8.5857
38 1.6610  -188.2984 -494377.4145 10.1814
39 1.6810  -188.2978 -494375.8207 11.7753
40 1.7010  -188.2972 -494374.2478 13.3481
41 1.7210  -188.2966 -494372.7112 14.8847
42 1.7411  -188.2960 -494371.2226 16.3733
43 1.7611  -188.2955 -494369.7909 17.8051
44 1.7811  -188.2950 -494368.4221 19.1738
45 1.8011  -188.2945 -494367.1205 20.4755
46 1.8212  -188.2940 -494365.8880 21.7079
47 1.8412  -188.2936 -494364.7255 22.8704
48 1.8612  -188.2931 -494363.6320 23.9639
49 1.8812  -188.2927 -494362.6059 24.9901
50 1.9013  -188.2924 -494361.6445 25.9514
51 1.9213  -188.2920 -494360.7448 26.8511
52 1.9413  -188.2917 -494359.9032 27.6928
53 1.9613  -188.2914 -494359.1156 28.4803
54 1.9814  -188.2911 -494358.3778 29.2181
55 2.0014  -188.2909 -494357.6863 29.9096
56 2.0214  -188.2906 -494357.0349 30.5610
57 2.0414  -188.2904 -494356.4199 31.1760
58 2.0615  -188.2902 -494355.8370 31.7589
59 2.0815  -188.2900 -494355.2820 32.3139
60 2.1015  -188.2898 -494354.7509 32.8450
61 2.1215  -188.2896 -494354.2400 33.3559
62 2.1416  -188.2894 -494353.7459 33.8500
63 2.1616  -188.2892 -494353.2653 34.3306
64 2.1816  -188.2890 -494352.7925 34.8034
65 2.2016  -188.2888 -494352.3330 35.2629
66 2.2217  -188.2887 -494351.8739 35.7220
67 2.2417  -188.2885 -494351.4243 36.1716
68 2.2617  -188.2883 -494350.9708 36.6251
69 2.2817  -188.2881 -494350.5240 37.0719
70 2.3018  -188.2880 -494350.0702 37.5257
71 2.3218  -188.2878 -494349.6215 37.9744
72 2.3418  -188.2876 -494349.1636 38.4323
73 2.3618  -188.2875 -494348.7097 38.8862
74 2.3819  -188.2873 -494348.2454 39.3505
75 2.4019  -188.2871 -494347.7872 39.8087
76 2.4219  -188.2869 -494347.3161 40.2798
77 2.4419  -188.2867 -494346.8388 40.7572
78 2.4620  -188.2866 -494346.3744 41.2215
79 2.4820  -188.2864 -494345.8971 41.6988
80 2.5020  -188.2862 -494345.4156 42.1804
81 2.5220  -188.2860 -494344.9314 42.6645
82 2.5421  -188.2858 -494344.4454 43.1505
83 2.5621  -188.2856 -494343.9585 43.6374
84 2.5821  -188.2855 -494343.4712 44.1247
85 2.6021  -188.2853 -494342.9844 44.6116
86 2.6222  -188.2851 -494342.4985 45.0975
87 2.6422  -188.2849 -494342.0141 45.5818
88 2.6622  -188.2847 -494341.5319 46.0640
89 2.6822  -188.2845 -494341.0525 46.5434
90 2.7023  -188.2844 -494340.5767 47.0193
91 2.7223  -188.2842 -494340.1050 47.4909
92 2.7423  -188.2840 -494339.6384 47.9575
93 2.7623  -188.2838 -494339.2439 48.3520
94 2.7824  -188.2837 -494338.8035 48.7924
95 2.8024  -188.2835 -494338.3681 49.2278
96 2.8224  -188.2834 -494337.9398 49.6561
97 2.8424  -188.2832 -494337.5206 50.0753
98 2.8625  -188.2833 -494337.8049 49.7910
99 2.8825  -188.2832 -494337.6292 49.9667
100 2.9025  -188.2832 -494337.4587 50.1373
101 2.9225  -188.2831 -494337.2865 50.3095
102 2.9426  -188.2830 -494337.1241 50.4718
103 2.9626  -188.2830 -494336.9560 50.6400
104 2.9826  -188.2829 -494336.7944 50.8015
105 3.0026  -188.2828 -494336.6213 50.9746
106 3.0227  -188.2828 -494336.4459 51.1500
107 3.0427  -188.2827 -494336.2707 51.3252
108 3.0627  -188.2826 -494336.0954 51.5005
109 3.0827  -188.2826 -494335.9198 51.6761
110 3.1028  -188.2825 -494335.7442 51.8517
111 3.1228  -188.2824 -494335.5685 52.0274
112 3.1428  -188.2824 -494335.3928 52.2031
113 3.1628  -188.2823 -494335.2171 52.3788
114 3.1829  -188.2822 -494335.0415 52.5544
115 3.2029  -188.2822 -494334.8659 52.7300
116 3.2229  -188.2821 -494334.6903 52.9056
117 3.2429  -188.2820 -494334.5148 53.0811
118 3.2630  -188.2820 -494334.3394 53.2565
119 3.2830  -188.2819 -494334.1642 53.4317
120 3.3030  -188.2818 -494333.9892 53.6067
121 3.3230  -188.2818 -494333.8147 53.7812
122 3.3431  -188.2817 -494333.6408 53.9551
123 3.3631  -188.2816 -494333.4677 54.1283
124 3.3831  -188.2816 -494333.2956 54.3004
125 3.4031  -188.2815 -494333.1247 54.4712
126 3.4232  -188.2815 -494332.9552 54.6407
127 3.4432  -188.2814 -494332.7875 54.8084
128 3.4632  -188.2813 -494332.6216 54.9743
129 3.4832  -188.2813 -494332.4576 55.1383
130 3.5033  -188.2812 -494332.2958 55.3001
131 3.5233  -188.2811 -494332.1360 55.4599
132 3.5433  -188.2811 -494331.9783 55.6176
133 3.5633  -188.2813 -494332.4371 55.1589
134 3.5834  -188.2812 -494332.3126 55.2833
135 3.6034  -188.2812 -494332.1861 55.4098
136 3.6234  -188.2811 -494332.0581 55.5378
137 3.6434  -188.2811 -494331.9291 55.6668
138 3.6635  -188.2810 -494331.7995 55.7964
139 3.6835  -188.2810 -494331.6696 55.9263
140 3.7035  -188.2809 -494331.5397 56.0562
141 3.7235  -188.2809 -494331.4099 56.1860
142 3.7436  -188.2808 -494331.2803 56.3156
143 3.7636  -188.2808 -494331.1510 56.4449
144 3.7836  -188.2807 -494331.0220 56.5739
145 3.8036  -188.2807 -494330.8934 56.7025
146 3.8237  -188.2806 -494330.7652 56.8307
147 3.8437  -188.2806 -494330.6376 56.9583
148 3.8637  -188.2805 -494330.5107 57.0852
149 3.8837  -188.2805 -494330.3846 57.2113
150 3.9038  -188.2804 -494330.2596 57.3363
151 3.9238  -188.2804 -494330.1357 57.4602
152 3.9438  -188.2803 -494330.0131 57.5828
153 3.9638  -188.2803 -494329.8920 57.7039
154 3.9839  -188.2802 -494329.7727 57.8233
155 4.0039  -188.2802 -494329.6552 57.9407
156 4.0239  -188.2802 -494329.5399 58.0560
157 4.0439  -188.2801 -494329.4268 58.1691
158 4.0640  -188.2801 -494329.3160 58.2799
159 4.0840  -188.2800 -494329.2076 58.3884
160 4.1040  -188.2800 -494329.1014 58.4946
161 4.1240  -188.2799 -494328.9974 58.5985
162 4.1441  -188.2799 -494328.8955 58.7005
163 4.1641  -188.2799 -494328.7955 58.8004
164 4.1841  -188.2798 -494328.6974 58.8985
165 4.2041  -188.2798 -494328.6011 58.9948
166 4.2242  -188.2798 -494328.5065 59.0894
167 4.2442  -188.2797 -494328.4137 59.1822
168 4.2642  -188.2797 -494328.3227 59.2733
169 4.2842  -188.2797 -494328.2334 59.3625
170 4.3043  -188.2796 -494328.1461 59.4498
171 4.3243  -188.2796 -494328.0608 59.5351
172 4.3443  -188.2796 -494327.9775 59.6184
173 4.3643  -188.2795 -494327.8963 59.6996
174 4.3844  -188.2795 -494327.8170 59.7789
175 4.4044  -188.2795 -494327.7398 59.8561
176 4.4244  -188.2794 -494327.6644 59.9315
177 4.4444  -188.2794 -494327.5909 60.0050
178 4.4645  -188.2794 -494327.5191 60.0768
179 4.4845  -188.2794 -494327.4490 60.1469
180 4.5045  -188.2793 -494327.3806 60.2153
181 4.5245  -188.2793 -494327.3138 60.2821
182 4.5446  -188.2793 -494327.2486 60.3473
183 4.5646  -188.2793 -494327.1851 60.4108
184 4.5846  -188.2792 -494327.1231 60.4728
185 4.6046  -188.2792 -494327.0628 60.5331
186 4.6247  -188.2792 -494327.0040 60.5919
187 4.6447  -188.2792 -494326.9467 60.6493
188 4.6647  -188.2791 -494326.8908 60.7051
189 4.6847  -188.2791 -494326.8363 60.7596
190 4.7048  -188.2791 -494326.7832 60.8127
191 4.7248  -188.2791 -494326.7313 60.8646
192 4.7448  -188.2791 -494326.6807 60.9152
